Origin_airport,Destination_airport,Total_Passengers,Total_Flights,Total_Seats,Seat_Utilization,Org_airport_lat,Org_airport_long,Dest_airport_lat,Dest_airport_long,Usage_Category
SEA,MSP,8592489,51744,11147497,0.7707998486117557,47.4490013122559,-122.30899810791,44.8819999695,-93.2218017578,Sovra-Utilizzata
ATL,CLT,8586492,116832,13635535,0.6297143456417368,33.6366996765137,-84.4281005859375,35.2140007019043,-80.9430999755859,Sotto-Utilizzata
OAK,SEA,8550310,94693,12965391,0.6594718200168433,37.7212982177734,-122.221000671387,47.4490013122559,-122.30899810791,Sovra-Utilizzata
OAK,SAN,8507851,89833,12067583,0.705016986417247,37.7212982177734,-122.221000671387,32.7336006165,-117.190002441,Sovra-Utilizzata
PHX,SEA,8452445,80121,11338722,0.7454495312611068,33.4342994689941,-112.012001037598,47.4490013122559,-122.30899810791,Sovra-Utilizzata
ATL,IAH,8447349,101275,12264374,0.6887713143777253,33.6366996765137,-84.4281005859375,29.9843997955322,-95.3414001464844,Sovra-Utilizzata
LAS,ATL,8446049,52111,10060337,0.8395393712954149,36.08010101,-115.1520004,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
SEA,OAK,8418354,94166,12877393,0.6537312327114657,47.4490013122559,-122.30899810791,37.7212982177734,-122.221000671387,Sovra-Utilizzata
JFK,MCO,8318597,67117,10667305,0.7798218012890791,40.63980103,-73.77890015,28.4293994903564,-81.3089981079102,Sovra-Utilizzata
SAN,DFW,8289358,73899,10996416,0.7538236094378387,32.7336006165,-117.190002441,32.896800994873,-97.0380020141602,Sovra-Utilizzata
SEA,PHX,8282430,78247,11106951,0.745697896749522,47.4490013122559,-122.30899810791,33.4342994689941,-112.012001037598,Sovra-Utilizzata
MSY,IAH,8281668,85408,11682075,0.7089209750836217,29.9934005737305,-90.2580032348633,29.9843997955322,-95.3414001464844,Sovra-Utilizzata
MSP,ATL,8271825,89068,11398001,0.7257259408908633,44.8819999695,-93.2218017578,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
IAH,ATL,8270917,100426,12161499,0.6800902586103901,29.9843997955322,-95.3414001464844,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
SFO,ATL,8240505,51700,10646406,0.7740175416943521,37.6189994812012,-122.375,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
IAH,MSY,8231079,85138,11659223,0.7059714871222551,29.9843997955322,-95.3414001464844,29.9934005737305,-90.2580032348633,Sovra-Utilizzata
ATL,MSP,8209928,88380,11304445,0.7262566185248369,33.6366996765137,-84.4281005859375,44.8819999695,-93.2218017578,Sovra-Utilizzata
STL,PHX,8189968,80164,11270256,0.7266887282773346,38.7486991882324,-90.370002746582,33.4342994689941,-112.012001037598,Sovra-Utilizzata
SEA,DFW,8188143,72929,11040265,0.741661816994429,47.4490013122559,-122.30899810791,32.896800994873,-97.0380020141602,Sovra-Utilizzata
FLL,JFK,8145626,63543,10225046,0.7966346557267322,26.0725994110107,-80.152702331543,40.63980103,-73.77890015,Sovra-Utilizzata
ATL,PHX,8135720,63427,10558900,0.7705082915834036,33.6366996765137,-84.4281005859375,33.4342994689941,-112.012001037598,Sovra-Utilizzata
ATL,LAS,8133243,48472,9813878,0.8287491448334695,33.6366996765137,-84.4281005859375,36.08010101,-115.1520004,Sovra-Utilizzata
SAT,DAL,8119335,96873,12444207,0.6524590116509634,29.5337009429932,-98.4698028564453,32.8470993041992,-96.8517990112305,Sovra-Utilizzata
MCO,JFK,8113885,66946,10620717,0.7639677245895922,28.4293994903564,-81.3089981079102,40.63980103,-73.77890015,Sovra-Utilizzata
EWR,IAH,8095563,66223,11161159,0.7253335428695175,40.6925010681152,-74.168701171875,29.9843997955322,-95.3414001464844,Sovra-Utilizzata
CLE,ORD,8079465,123097,12460688,0.6483963806813877,41.4117012024,-81.8498001099,41.97859955,-87.90480042,Sovra-Utilizzata
ORD,CLE,8078455,123887,12565099,0.6429280819832777,41.97859955,-87.90480042,41.4117012024,-81.8498001099,Sovra-Utilizzata
PHX,ATL,8074703,64490,10567789,0.7640863192858979,33.4342994689941,-112.012001037598,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
SMF,LAX,8056899,97148,11557509,0.697113798483739,38.6954002380371,-121.591003417969,33.94250107,-118.4079971,Sovra-Utilizzata
DAL,SAT,8053747,96981,12381463,0.6504681231935192,32.8470993041992,-96.8517990112305,29.5337009429932,-98.4698028564453,Sovra-Utilizzata
JFK,FLL,8049633,63444,10213534,0.7881339602922945,40.63980103,-73.77890015,26.0725994110107,-80.152702331543,Sovra-Utilizzata
ORD,SAN,8047190,70156,10295934,0.7815891205207803,41.97859955,-87.90480042,32.7336006165,-117.190002441,Sovra-Utilizzata
LAX,SMF,8032504,96824,11547537,0.6956032269045771,33.94250107,-118.4079971,38.6954002380371,-121.591003417969,Sovra-Utilizzata
SFO,PDX,8001202,98040,12484759,0.6408775692025773,37.6189994812012,-122.375,45.58869934,-122.5979996,Sovra-Utilizzata
SEA,LAS,7952387,70943,10105136,0.7869648661828995,47.4490013122559,-122.30899810791,36.08010101,-115.1520004,Sovra-Utilizzata
IAH,EWR,7949552,65394,11100498,0.7161437261643576,29.9843997955322,-95.3414001464844,40.6925010681152,-74.168701171875,Sovra-Utilizzata
BOS,DFW,7932703,77583,12202400,0.6500936700976857,42.36429977,-71.00520325,32.896800994873,-97.0380020141602,Sovra-Utilizzata
ATL,SFO,7929127,52483,10624167,0.7463292886868212,33.6366996765137,-84.4281005859375,37.6189994812012,-122.375,Sovra-Utilizzata
PDX,SFO,7917881,97265,12449015,0.6360246975363111,45.58869934,-122.5979996,37.6189994812012,-122.375,Sovra-Utilizzata
MCI,DFW,7916476,90708,11580303,0.6836156186932242,39.2976,-94.713898,32.896800994873,-97.0380020141602,Sovra-Utilizzata
SAN,ORD,7854273,70198,10454258,0.7512989444109759,32.7336006165,-117.190002441,41.97859955,-87.90480042,Sovra-Utilizzata
DFW,MCI,7851206,89981,11440070,0.6862900314421153,32.896800994873,-97.0380020141602,39.2976,-94.713898,Sovra-Utilizzata
PHX,STL,7827930,75035,10583536,0.7396327654575937,33.4342994689941,-112.012001037598,38.7486991882324,-90.370002746582,Sovra-Utilizzata
EWR,MIA,7827201,66195,10837550,0.7222297474982814,40.6925010681152,-74.168701171875,25.7931995391846,-80.2906036376953,Sovra-Utilizzata
DTW,LGA,7816758,84145,11134105,0.7020553515527292,42.2123985290527,-83.353401184082,40.77719879,-73.87259674,Sovra-Utilizzata
SFO,EWR,7810122,60381,10754789,0.7261994633274534,37.6189994812012,-122.375,40.6925010681152,-74.168701171875,Sovra-Utilizzata
LGA,DTW,7776949,83828,10894245,0.7138584638035954,40.77719879,-73.87259674,42.2123985290527,-83.353401184082,Sovra-Utilizzata
SAN,SJC,7731917,93215,11039950,0.7003579726357456,32.7336006165,-117.190002441,37.3625984191895,-121.929000854492,Sovra-Utilizzata
BWI,ORD,7728332,76371,10663901,0.7247190310562711,39.17539978,-76.66829681,41.97859955,-87.90480042,Sovra-Utilizzata
STL,MDW,7701025,101352,12860654,0.5988050840960343,38.7486991882324,-90.370002746582,41.7859992980957,-87.7524032592773,Sotto-Utilizzata
ORD,BWI,7687539,76579,10774951,0.7134639405784768,41.97859955,-87.90480042,39.17539978,-76.66829681,Sovra-Utilizzata
SAV,ATL,7684142,79888,11320584,0.6787761126104448,32.12760162,-81.20210266,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
STL,MCI,7676396,93429,12445688,0.6167916148950544,38.7486991882324,-90.370002746582,39.2976,-94.713898,Sotto-Utilizzata
ORD,MCI,7668419,80402,10510357,0.7296059496361541,41.97859955,-87.90480042,39.2976,-94.713898,Sovra-Utilizzata
MIA,EWR,7656429,65877,10761140,0.7114886526892132,25.7931995391846,-80.2906036376953,40.6925010681152,-74.168701171875,Sovra-Utilizzata
DFW,SNA,7642389,71713,11817464,0.6467029643585122,32.896800994873,-97.0380020141602,33.67570114,-117.8679962,Sovra-Utilizzata
MCI,STL,7616311,94041,12507086,0.6089596729406034,39.2976,-94.713898,38.7486991882324,-90.370002746582,Sotto-Utilizzata
LAS,SEA,7595073,69102,9878669,0.768835659945687,36.08010101,-115.1520004,47.4490013122559,-122.30899810791,Sovra-Utilizzata
BOS,MCO,7571387,66066,9718219,0.7790920332213135,42.36429977,-71.00520325,28.4293994903564,-81.3089981079102,Sovra-Utilizzata
MDW,STL,7552791,100590,12706038,0.5944253432895447,41.7859992980957,-87.7524032592773,38.7486991882324,-90.370002746582,Sotto-Utilizzata
DFW,BOS,7521309,75892,11624988,0.6469949904464417,32.896800994873,-97.0380020141602,42.36429977,-71.00520325,Sovra-Utilizzata
MCI,ORD,7505608,78658,10137724,0.7403642079819889,39.2976,-94.713898,41.97859955,-87.90480042,Sovra-Utilizzata
MCO,BOS,7496588,66111,9826005,0.7629334607503253,28.4293994903564,-81.3089981079102,42.36429977,-71.00520325,Sovra-Utilizzata
MSP,LAX,7492933,48757,9990150,0.7500320816003764,44.8819999695,-93.2218017578,33.94250107,-118.4079971,Sovra-Utilizzata
ATL,SAV,7474332,76648,10852135,0.6887429984975306,33.6366996765137,-84.4281005859375,32.12760162,-81.20210266,Sovra-Utilizzata
MSP,LAS,7462479,52409,9025548,0.826817274696229,44.8819999695,-93.2218017578,36.08010101,-115.1520004,Sovra-Utilizzata
SJC,SAN,7455267,93232,11000589,0.6777152568830632,37.3625984191895,-121.929000854492,32.7336006165,-117.190002441,Sovra-Utilizzata
DAL,AUS,7452159,94956,11842799,0.6292565634188336,32.8470993041992,-96.8517990112305,30.1944999694824,-97.6698989868164,Sotto-Utilizzata
EWR,SFO,7447139,56616,10312680,0.7221342075968613,40.6925010681152,-74.168701171875,37.6189994812012,-122.375,Sovra-Utilizzata
LAX,MSP,7420667,50565,10045724,0.7386891178774173,33.94250107,-118.4079971,44.8819999695,-93.2218017578,Sovra-Utilizzata
LAS,MSP,7405928,52075,8953752,0.8271312406240423,36.08010101,-115.1520004,44.8819999695,-93.2218017578,Sovra-Utilizzata
DTW,MDW,7392567,103018,12147317,0.6085761160262797,42.2123985290527,-83.353401184082,41.7859992980957,-87.7524032592773,Sotto-Utilizzata
SNA,DFW,7379505,69499,11368391,0.649124840973538,33.67570114,-117.8679962,32.896800994873,-97.0380020141602,Sovra-Utilizzata
EWR,DFW,7354763,83851,11581270,0.6350566906738208,40.6925010681152,-74.168701171875,32.896800994873,-97.0380020141602,Sovra-Utilizzata
MCO,MIA,7351880,107063,13245386,0.555052151745521,28.4293994903564,-81.3089981079102,25.7931995391846,-80.2906036376953,Sotto-Utilizzata
STL,DFW,7337194,94040,11559090,0.6347553310857516,38.7486991882324,-90.370002746582,32.896800994873,-97.0380020141602,Sovra-Utilizzata
SNA,SJC,7328235,94295,11321900,0.6472619436666991,33.67570114,-117.8679962,37.3625984191895,-121.929000854492,Sovra-Utilizzata
SFO,IAD,7326365,47800,9633352,0.7605208446654913,37.6189994812012,-122.375,38.94449997,-77.45580292,Sovra-Utilizzata
AUS,DAL,7318925,94725,11815301,0.6194446506271825,30.1944999694824,-97.6698989868164,32.8470993041992,-96.8517990112305,Sotto-Utilizzata
STL,DTW,7317427,89631,11011385,0.6645328448691967,38.7486991882324,-90.370002746582,42.2123985290527,-83.353401184082,Sovra-Utilizzata
DFW,STL,7310614,94110,11542629,0.6333577904998939,32.896800994873,-97.0380020141602,38.7486991882324,-90.370002746582,Sovra-Utilizzata
SAT,IAH,7305417,77288,10536963,0.6933133389573447,29.5337009429932,-98.4698028564453,29.9843997955322,-95.3414001464844,Sovra-Utilizzata
SAN,SMF,7280570,76361,10292242,0.7073842608831001,32.7336006165,-117.190002441,38.6954002380371,-121.591003417969,Sovra-Utilizzata
IAD,SFO,7262570,51625,10059978,0.7219270260829597,38.94449997,-77.45580292,37.6189994812012,-122.375,Sovra-Utilizzata
IAH,PHX,7258885,69565,9454871,0.7677402473285992,29.9843997955322,-95.3414001464844,33.4342994689941,-112.012001037598,Sovra-Utilizzata
DFW,SLC,7250086,67745,10281659,0.7051474864124554,32.896800994873,-97.0380020141602,40.7883987426758,-111.977996826172,Sovra-Utilizzata
SJC,SNA,7236921,93281,11174241,0.6476431822080801,37.3625984191895,-121.929000854492,33.67570114,-117.8679962,Sovra-Utilizzata
SMF,SAN,7236494,76515,10291751,0.7031353556843728,38.6954002380371,-121.591003417969,32.7336006165,-117.190002441,Sovra-Utilizzata
ATL,PIT,7225076,88600,10723008,0.6737919061517067,33.6366996765137,-84.4281005859375,40.49150085,-80.23290253,Sovra-Utilizzata
LAX,OGG,7220762,35888,8622308,0.8374511789650753,33.94250107,-118.4079971,20.8985996246338,-156.429992675781,Sovra-Utilizzata
DTW,STL,7220583,89591,10940652,0.6599773944002606,42.2123985290527,-83.353401184082,38.7486991882324,-90.370002746582,Sovra-Utilizzata
PIT,ATL,7214779,89083,10851030,0.6648934709423898,40.49150085,-80.23290253,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
MDW,DTW,7190346,100725,11919063,0.6032643673416275,41.7859992980957,-87.7524032592773,42.2123985290527,-83.353401184082,Sotto-Utilizzata
LAX,PDX,7183908,84630,11141802,0.6447707471376712,33.94250107,-118.4079971,45.58869934,-122.5979996,Sovra-Utilizzata
ELP,PHX,7168059,91419,11389692,0.6293461666917771,31.80719948,-106.3779984,33.4342994689941,-112.012001037598,Sotto-Utilizzata
DFW,MSY,7160510,71863,10333200,0.692961522084156,32.896800994873,-97.0380020141602,29.9934005737305,-90.2580032348633,Sovra-Utilizzata
IAH,SAT,7159370,77752,10629544,0.6735350077105847,29.9843997955322,-95.3414001464844,29.5337009429932,-98.4698028564453,Sovra-Utilizzata
MSY,DFW,7143044,70087,10029836,0.712179541121111,29.9934005737305,-90.2580032348633,32.896800994873,-97.0380020141602,Sovra-Utilizzata
TPA,DFW,7142514,64337,9640422,0.7408922555464895,27.9755001068115,-82.533203125,32.896800994873,-97.0380020141602,Sovra-Utilizzata
CLT,MCO,7135964,55466,8882873,0.80333964022676,35.2140007019043,-80.9430999755859,28.4293994903564,-81.3089981079102,Sovra-Utilizzata
PDX,LAX,7131586,83113,10989794,0.648928087278069,45.58869934,-122.5979996,33.94250107,-118.4079971,Sovra-Utilizzata
SJC,SEA,7131475,77500,10711998,0.6657464835224951,37.3625984191895,-121.929000854492,47.4490013122559,-122.30899810791,Sovra-Utilizzata
SEA,SJC,7105970,77978,10778862,0.6592504848842113,47.4490013122559,-122.30899810791,37.3625984191895,-121.929000854492,Sovra-Utilizzata
SLC,DFW,7091260,64601,10024036,0.7074256317515221,40.7883987426758,-111.977996826172,32.896800994873,-97.0380020141602,Sovra-Utilizzata
PIT,PHL,7091231,87204,11679026,0.6071765744848928,40.49150085,-80.23290253,39.871898651123,-75.241096496582,Sotto-Utilizzata
ATL,MCI,7089891,72586,9705445,0.7305065352490278,33.6366996765137,-84.4281005859375,39.2976,-94.713898,Sovra-Utilizzata
PHX,IAH,7087114,69381,9382406,0.75536211074217,33.4342994689941,-112.012001037598,29.9843997955322,-95.3414001464844,Sovra-Utilizzata
DFW,EWR,7061614,83846,11717883,0.6026356467290209,32.896800994873,-97.0380020141602,40.6925010681152,-74.168701171875,Sotto-Utilizzata
LAX,MIA,7053164,45430,9546924,0.7387891639233747,33.94250107,-118.4079971,25.7931995391846,-80.2906036376953,Sovra-Utilizzata
MIA,MCO,7044243,100091,11797742,0.5970840013283898,25.7931995391846,-80.2906036376953,28.4293994903564,-81.3089981079102,Sotto-Utilizzata
MCI,ATL,7011848,70873,9555208,0.733824737253234,39.2976,-94.713898,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
OAK,SNA,7005151,79979,9896288,0.7078564205083765,37.7212982177734,-122.221000671387,33.67570114,-117.8679962,Sovra-Utilizzata
SNA,OAK,7002081,80516,9965668,0.7026203361380291,33.67570114,-117.8679962,37.7212982177734,-122.221000671387,Sovra-Utilizzata
MIA,LAX,6987182,45313,9608779,0.7271664797369156,25.7931995391846,-80.2906036376953,33.94250107,-118.4079971,Sovra-Utilizzata
CLT,LGA,6984138,78061,9642228,0.7243282361711422,35.2140007019043,-80.9430999755859,40.77719879,-73.87259674,Sovra-Utilizzata
ORD,BDL,6977365,78915,10583399,0.6592744920606319,41.97859955,-87.90480042,41.9388999939,-72.6831970215,Sovra-Utilizzata
SLC,SEA,6937342,62464,9782053,0.709190800744997,40.7883987426758,-111.977996826172,47.4490013122559,-122.30899810791,Sovra-Utilizzata
PHL,PIT,6922208,85600,11416150,0.6063522290789802,39.871898651123,-75.241096496582,40.49150085,-80.23290253,Sotto-Utilizzata
PIT,ORD,6913789,102546,10898131,0.6344013482678819,40.49150085,-80.23290253,41.97859955,-87.90480042,Sovra-Utilizzata
DFW,TPA,6913092,63621,9389159,0.736284474466776,32.896800994873,-97.0380020141602,27.9755001068115,-82.533203125,Sovra-Utilizzata
MCO,CLT,6910598,55381,8894493,0.7769524356250548,28.4293994903564,-81.3089981079102,35.2140007019043,-80.9430999755859,Sovra-Utilizzata
PHX,SNA,6906491,77134,10510213,0.6571218870635638,33.4342994689941,-112.012001037598,33.67570114,-117.8679962,Sovra-Utilizzata
DFW,ABQ,6902784,68772,9486407,0.7276499943550809,32.896800994873,-97.0380020141602,35.0401992797852,-106.609001159668,Sovra-Utilizzata
PHX,ELP,6882780,94580,11802915,0.5831423847413965,33.4342994689941,-112.012001037598,31.80719948,-106.3779984,Sotto-Utilizzata
BDL,ORD,6881190,78032,10399769,0.6616675812703148,41.9388999939,-72.6831970215,41.97859955,-87.90480042,Sovra-Utilizzata
DFW,MSP,6861234,91562,10278258,0.667548333579484,32.896800994873,-97.0380020141602,44.8819999695,-93.2218017578,Sovra-Utilizzata
ATL,STL,6851825,93112,10467162,0.6546019828488372,33.6366996765137,-84.4281005859375,38.7486991882324,-90.370002746582,Sovra-Utilizzata
MSP,DFW,6835960,91192,10217168,0.6690660269068689,44.8819999695,-93.2218017578,32.896800994873,-97.0380020141602,Sovra-Utilizzata
ORD,CLT,6831032,89767,9705716,0.7038153599384116,41.97859955,-87.90480042,35.2140007019043,-80.9430999755859,Sovra-Utilizzata
ORD,PIT,6811591,102492,10910847,0.6242953457233889,41.97859955,-87.90480042,40.49150085,-80.23290253,Sotto-Utilizzata
SNA,PHX,6810476,76550,10400787,0.6548039105117719,33.67570114,-117.8679962,33.4342994689941,-112.012001037598,Sovra-Utilizzata
STL,ATL,6801066,92701,10428454,0.652164357247968,38.7486991882324,-90.370002746582,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
SEA,SLC,6782041,58900,9138572,0.7421335630993551,47.4490013122559,-122.30899810791,40.7883987426758,-111.977996826172,Sovra-Utilizzata
LGA,CLT,6743527,76263,9166851,0.7356426978032041,40.77719879,-73.87259674,35.2140007019043,-80.9430999755859,Sovra-Utilizzata
ORD,SNA,6733053,57609,9731167,0.6919060170275569,41.97859955,-87.90480042,33.67570114,-117.8679962,Sovra-Utilizzata
CLT,ORD,6728674,88558,9632811,0.6985161444566907,35.2140007019043,-80.9430999755859,41.97859955,-87.90480042,Sovra-Utilizzata
SFO,MSP,6714478,47830,9038809,0.7428498599760212,37.6189994812012,-122.375,44.8819999695,-93.2218017578,Sovra-Utilizzata
CLT,PHL,6702539,67348,10010828,0.6695289340701888,35.2140007019043,-80.9430999755859,39.871898651123,-75.241096496582,Sovra-Utilizzata
ORD,PDX,6651190,53827,8582186,0.774999516440217,41.97859955,-87.90480042,45.58869934,-122.5979996,Sovra-Utilizzata
IND,ORD,6633703,106761,9887999,0.670884270922762,39.7173,-86.294403,41.97859955,-87.90480042,Sovra-Utilizzata
PHL,DFW,6619256,73926,10033733,0.6597002332033352,39.871898651123,-75.241096496582,32.896800994873,-97.0380020141602,Sovra-Utilizzata
OKC,DFW,6610438,108950,9753276,0.6777659116793168,35.3931007385254,-97.600700378418,32.896800994873,-97.0380020141602,Sovra-Utilizzata
DFW,TUL,6602787,119967,10360583,0.6372987890739353,32.896800994873,-97.0380020141602,36.1983985900879,-95.8880996704102,Sovra-Utilizzata
ABQ,DFW,6588162,65678,9041362,0.7286691982911424,35.0401992797852,-106.609001159668,32.896800994873,-97.0380020141602,Sovra-Utilizzata
TUL,DFW,6586095,120367,10464927,0.6293493494985679,36.1983985900879,-95.8880996704102,32.896800994873,-97.0380020141602,Sotto-Utilizzata
BWI,MCO,6583000,67885,8899751,0.7396836158674551,39.17539978,-76.66829681,28.4293994903564,-81.3089981079102,Sovra-Utilizzata
PDX,ORD,6575259,53505,8485248,0.7749047523419469,45.58869934,-122.5979996,41.97859955,-87.90480042,Sovra-Utilizzata
SNA,ORD,6562909,55948,9861588,0.6655022497390887,33.67570114,-117.8679962,41.97859955,-87.90480042,Sovra-Utilizzata
MCO,BWI,6544879,67574,8876381,0.7373364212284264,28.4293994903564,-81.3089981079102,39.17539978,-76.66829681,Sovra-Utilizzata
DFW,PHL,6538077,74360,10069568,0.6492907143583518,32.896800994873,-97.0380020141602,39.871898651123,-75.241096496582,Sovra-Utilizzata
PHX,DTW,6532632,53109,8302983,0.7867813290717324,33.4342994689941,-112.012001037598,42.2123985290527,-83.353401184082,Sovra-Utilizzata
LAS,OAK,6521489,70463,9321637,0.6996076976608293,36.08010101,-115.1520004,37.7212982177734,-122.221000671387,Sovra-Utilizzata
PHL,CLT,6519823,66876,9953236,0.655045555033559,39.871898651123,-75.241096496582,35.2140007019043,-80.9430999755859,Sovra-Utilizzata
DFW,OKC,6481501,109743,9809881,0.6607114805979808,32.896800994873,-97.0380020141602,35.3931007385254,-97.600700378418,Sovra-Utilizzata
LAX,DTW,6476524,41698,8181779,0.7915789463391764,33.94250107,-118.4079971,42.2123985290527,-83.353401184082,Sovra-Utilizzata
LAS,DTW,6471872,44478,7507483,0.8620561644961434,36.08010101,-115.1520004,42.2123985290527,-83.353401184082,Sovra-Utilizzata
LGA,PBI,6451650,55793,8948208,0.7209991095423799,40.77719879,-73.87259674,26.6832008361816,-80.0955963134766,Sovra-Utilizzata
LAX,BOS,6441862,53163,9433522,0.6828692401416989,33.94250107,-118.4079971,42.36429977,-71.00520325,Sovra-Utilizzata
BWI,PVD,6430800,68488,8946740,0.7187869548014137,39.17539978,-76.66829681,41.7326011657715,-71.4204025268555,Sovra-Utilizzata
SJC,LAS,6419623,71258,9573277,0.670577379093909,37.3625984191895,-121.929000854492,36.08010101,-115.1520004,Sovra-Utilizzata
PVD,BWI,6401616,68482,8950400,0.715232391848409,41.7326011657715,-71.4204025268555,39.17539978,-76.66829681,Sovra-Utilizzata
BNA,DFW,6392981,74608,9552073,0.6692768156189761,36.1245002746582,-86.6781997680664,32.896800994873,-97.0380020141602,Sovra-Utilizzata
ORD,IND,6382395,103856,9575319,0.6665464617941188,41.97859955,-87.90480042,39.7173,-86.294403,Sovra-Utilizzata
DTW,LAS,6382278,44370,7477806,0.8534960655571968,42.2123985290527,-83.353401184082,36.08010101,-115.1520004,Sovra-Utilizzata
CVG,ORD,6380224,125439,11799343,0.5407270557352218,39.0488014221,-84.6678009033,41.97859955,-87.90480042,Sotto-Utilizzata
IAH,SFO,6376183,56713,8544518,0.7462308581946928,29.9843997955322,-95.3414001464844,37.6189994812012,-122.375,Sovra-Utilizzata
LAS,JFK,6370236,47783,7993026,0.7969742623131715,36.08010101,-115.1520004,40.63980103,-73.77890015,Sovra-Utilizzata
ORD,CVG,6369388,126351,11986920,0.5313615173872854,41.97859955,-87.90480042,39.0488014221,-84.6678009033,Sotto-Utilizzata
DTW,PHX,6363805,50406,7837263,0.8119932940874894,42.2123985290527,-83.353401184082,33.4342994689941,-112.012001037598,Sovra-Utilizzata
MDW,MSP,6356579,80215,9815278,0.6476208824650713,41.7859992980957,-87.7524032592773,44.8819999695,-93.2218017578,Sovra-Utilizzata
AUS,IAH,6352423,71555,9614996,0.6606786939900963,30.1944999694824,-97.6698989868164,29.9843997955322,-95.3414001464844,Sovra-Utilizzata
CVG,ATL,6349436,64431,9736385,0.6521348529253927,39.0488014221,-84.6678009033,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
LAS,IAH,6335126,48560,7680292,0.8248548362484135,36.08010101,-115.1520004,29.9843997955322,-95.3414001464844,Sovra-Utilizzata
OAK,LAS,6335070,69228,9302209,0.6810285599904281,37.7212982177734,-122.221000671387,36.08010101,-115.1520004,Sovra-Utilizzata
TUS,PHX,6324660,99139,11598550,0.5452974725288937,32.1161003112793,-110.94100189209,33.4342994689941,-112.012001037598,Sotto-Utilizzata
JFK,LAS,6324409,47806,7992747,0.7912685088118016,40.63980103,-73.77890015,36.08010101,-115.1520004,Sovra-Utilizzata
MSP,SFO,6319588,43711,8332043,0.7584680011853036,44.8819999695,-93.2218017578,37.6189994812012,-122.375,Sovra-Utilizzata
DFW,SJC,6298618,61196,8957492,0.7031675830690108,32.896800994873,-97.0380020141602,37.3625984191895,-121.929000854492,Sovra-Utilizzata
DFW,ELP,6297395,75121,9592300,0.6565052177267183,32.896800994873,-97.0380020141602,31.80719948,-106.3779984,Sovra-Utilizzata
IAH,LAS,6287710,48926,7712621,0.8152494463295941,29.9843997955322,-95.3414001464844,36.08010101,-115.1520004,Sovra-Utilizzata
ATL,CHS,6278208,69185,9713534,0.6463361326577948,33.6366996765137,-84.4281005859375,32.89860153,-80.04049683,Sovra-Utilizzata
DTW,DFW,6275076,79333,9586522,0.6545727428571071,42.2123985290527,-83.353401184082,32.896800994873,-97.0380020141602,Sovra-Utilizzata
BOS,LAX,6270261,52035,9461021,0.6627467585158092,42.36429977,-71.00520325,33.94250107,-118.4079971,Sovra-Utilizzata
CHS,ATL,6257575,68508,9615065,0.6508094329055498,32.89860153,-80.04049683,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
IAD,ORD,6241870,65889,10185554,0.6128159548317156,38.94449997,-77.45580292,41.97859955,-87.90480042,Sotto-Utilizzata
PHX,SJC,6235960,72824,9534739,0.6540252439002263,33.4342994689941,-112.012001037598,37.3625984191895,-121.929000854492,Sovra-Utilizzata
SFO,BOS,6235855,47867,8727384,0.7145159420050727,37.6189994812012,-122.375,42.36429977,-71.00520325,Sovra-Utilizzata
SFO,IAH,6234123,56199,8441018,0.7385510847151374,37.6189994812012,-122.375,29.9843997955322,-95.3414001464844,Sovra-Utilizzata
PBI,LGA,6231167,51925,8381962,0.7434019624522278,26.6832008361816,-80.0955963134766,40.77719879,-73.87259674,Sovra-Utilizzata
BOS,IAD,6219928,86722,10263298,0.6060359934983862,42.36429977,-71.00520325,38.94449997,-77.45580292,Sotto-Utilizzata
DFW,BNA,6216685,74960,9659710,0.6435684922218162,32.896800994873,-97.0380020141602,36.1245002746582,-86.6781997680664,Sovra-Utilizzata
DFW,DTW,6215862,78729,9508140,0.6537411102486922,32.896800994873,-97.0380020141602,42.2123985290527,-83.353401184082,Sovra-Utilizzata
MSP,MDW,6197725,77854,9601499,0.6454955627241121,44.8819999695,-93.2218017578,41.7859992980957,-87.7524032592773,Sovra-Utilizzata
OAK,PHX,6189484,70272,8964339,0.6904562623077953,37.7212982177734,-122.221000671387,33.4342994689941,-112.012001037598,Sovra-Utilizzata
DTW,LAX,6174946,41684,8055426,0.7665573490464688,42.2123985290527,-83.353401184082,33.94250107,-118.4079971,Sovra-Utilizzata
IAD,MCO,6164168,59903,8331973,0.7398209283683469,38.94449997,-77.45580292,28.4293994903564,-81.3089981079102,Sovra-Utilizzata
MIA,DCA,6160743,62797,9107224,0.6764677139817797,25.7931995391846,-80.2906036376953,38.8521,-77.037697,Sovra-Utilizzata
LAS,SJC,6160154,67995,9090951,0.6776138162003074,36.08010101,-115.1520004,37.3625984191895,-121.929000854492,Sovra-Utilizzata
BHM,ATL,6150266,64851,9211731,0.6676558401455709,33.56290054,-86.75350189,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
