Origin_airport,Destination_airport,Total_Passengers,Total_Flights,Total_Seats,Seat_Utilization,Org_airport_lat,Org_airport_long,Dest_airport_lat,Dest_airport_long,Usage_Category
OGG,HNL,32364612,382319,49622245,0.6522198260074691,20.8985996246338,-156.429992675781,21.3187007904053,-157.921997070312,Sovra-Utilizzata
HNL,OGG,29744742,373289,47005454,0.6327934200997186,21.3187007904053,-157.921997070312,20.8985996246338,-156.429992675781,Sovra-Utilizzata
LAX,HNL,28964154,128907,36498926,0.7935618160380938,33.94250107,-118.4079971,21.3187007904053,-157.921997070312,Sovra-Utilizzata
HNL,LAX,28632161,128361,36214530,0.7906263314752393,21.3187007904053,-157.921997070312,33.94250107,-118.4079971,Sovra-Utilizzata
LAS,LAX,26333721,290894,40073716,0.6571319964437538,36.08010101,-115.1520004,33.94250107,-118.4079971,Sovra-Utilizzata
LAX,LAS,26177809,295590,40436122,0.6473867350583223,33.94250107,-118.4079971,36.08010101,-115.1520004,Sovra-Utilizzata
LAX,SFO,25661782,299070,39644851,0.6472916747751177,33.94250107,-118.4079971,37.6189994812012,-122.375,Sovra-Utilizzata
SFO,LAX,25458207,301216,39746487,0.6405146447282246,37.6189994812012,-122.375,33.94250107,-118.4079971,Sovra-Utilizzata
ATL,MCO,23483751,158653,30270767,0.7757897578214652,33.6366996765137,-84.4281005859375,28.4293994903564,-81.3089981079102,Sovra-Utilizzata
ORD,LAX,22979359,180890,32387231,0.7095191002898642,41.97859955,-87.90480042,33.94250107,-118.4079971,Sovra-Utilizzata
LAX,ORD,22936415,177560,31744654,0.7225284295113124,33.94250107,-118.4079971,41.97859955,-87.90480042,Sovra-Utilizzata
MCO,ATL,22754168,153626,29321691,0.7760182726159961,28.4293994903564,-81.3089981079102,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
LAX,JFK,22289567,164260,31519955,0.7071573230355183,33.94250107,-118.4079971,40.63980103,-73.77890015,Sovra-Utilizzata
PHX,LAS,21697391,228593,32726867,0.6629840552717741,33.4342994689941,-112.012001037598,36.08010101,-115.1520004,Sovra-Utilizzata
ATL,DFW,21626001,195604,30059986,0.7194281793744016,33.6366996765137,-84.4281005859375,32.896800994873,-97.0380020141602,Sovra-Utilizzata
JFK,LAX,21582405,164425,31539130,0.6843056545947843,40.63980103,-73.77890015,33.94250107,-118.4079971,Sovra-Utilizzata
PHX,LAX,21490581,258261,32994241,0.6513433965642671,33.4342994689941,-112.012001037598,33.94250107,-118.4079971,Sovra-Utilizzata
DFW,ATL,21315212,194394,29904862,0.71276744229751,32.896800994873,-97.0380020141602,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
LAS,PHX,21281657,226966,32109885,0.6627758710440725,36.08010101,-115.1520004,33.4342994689941,-112.012001037598,Sovra-Utilizzata
LAX,PHX,21204804,255799,32604479,0.6503647551000585,33.94250107,-118.4079971,33.4342994689941,-112.012001037598,Sovra-Utilizzata
LGA,ORD,20147022,214475,30014079,0.6712523812574759,40.77719879,-73.87259674,41.97859955,-87.90480042,Sovra-Utilizzata
ORD,LGA,19834394,209773,29599536,0.6700913825135637,41.97859955,-87.90480042,40.77719879,-73.87259674,Sovra-Utilizzata
ORD,SFO,18614521,125654,24862831,0.7486887152955349,41.97859955,-87.90480042,37.6189994812012,-122.375,Sovra-Utilizzata
SFO,ORD,18311167,127178,24971772,0.7332746350559344,37.6189994812012,-122.375,41.97859955,-87.90480042,Sovra-Utilizzata
DAL,HOU,17855661,197634,25721849,0.6941826382699005,32.8470993041992,-96.8517990112305,29.64539909,-95.27890015,Sovra-Utilizzata
HOU,DAL,17717480,210622,27331380,0.6482468137357134,29.64539909,-95.27890015,32.8470993041992,-96.8517990112305,Sovra-Utilizzata
TPA,ATL,17462127,127555,23148699,0.754345935380645,27.9755001068115,-82.533203125,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
ATL,TPA,17409235,128324,23459617,0.7420937434741581,33.6366996765137,-84.4281005859375,27.9755001068115,-82.533203125,Sovra-Utilizzata
ATL,FLL,17212233,117021,22270966,0.7728552501943562,33.6366996765137,-84.4281005859375,26.0725994110107,-80.152702331543,Sovra-Utilizzata
LGA,ATL,17173288,145375,23856162,0.7198680156514699,40.77719879,-73.87259674,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
ATL,LGA,17156648,145822,23542253,0.7287598175076956,33.6366996765137,-84.4281005859375,40.77719879,-73.87259674,Sovra-Utilizzata
FLL,ATL,17148742,118743,22615166,0.7582850375716897,26.0725994110107,-80.152702331543,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
ORD,DFW,16618226,183674,25337382,0.655877785637048,41.97859955,-87.90480042,32.896800994873,-97.0380020141602,Sovra-Utilizzata
DFW,LAX,16502303,134204,23408824,0.7049607874363958,32.896800994873,-97.0380020141602,33.94250107,-118.4079971,Sovra-Utilizzata
ATL,ORD,16479809,171842,23938048,0.6884357905874363,33.6366996765137,-84.4281005859375,41.97859955,-87.90480042,Sovra-Utilizzata
ORD,ATL,16426251,168809,23526234,0.6982099642467213,41.97859955,-87.90480042,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
DFW,ORD,16405044,178394,24927388,0.6581132367338287,32.896800994873,-97.0380020141602,41.97859955,-87.90480042,Sovra-Utilizzata
LAX,DFW,16068593,134557,23298209,0.6896921990870629,33.94250107,-118.4079971,32.896800994873,-97.0380020141602,Sovra-Utilizzata
HNL,SFO,16047844,68412,20375046,0.7876224672081722,21.3187007904053,-157.921997070312,37.6189994812012,-122.375,Sovra-Utilizzata
SFO,HNL,15963958,68359,20226877,0.7892448250908927,37.6189994812012,-122.375,21.3187007904053,-157.921997070312,Sovra-Utilizzata
ORD,MSP,15686177,233124,27774288,0.5647733256024421,41.97859955,-87.90480042,44.8819999695,-93.2218017578,Sotto-Utilizzata
EWR,ORD,15639429,187739,25642065,0.6099130081762135,40.6925010681152,-74.168701171875,41.97859955,-87.90480042,Sotto-Utilizzata
LGA,BOS,15630422,235610,32525554,0.48055820970797297,40.77719879,-73.87259674,42.36429977,-71.00520325,Sotto-Utilizzata
MSP,ORD,15615489,231854,27534493,0.5671246243756877,44.8819999695,-93.2218017578,41.97859955,-87.90480042,Sotto-Utilizzata
BOS,LGA,15612064,234774,32329669,0.4829020674477057,42.36429977,-71.00520325,40.77719879,-73.87259674,Sotto-Utilizzata
ATL,MIA,15529183,129779,22772692,0.6819212678061952,33.6366996765137,-84.4281005859375,25.7931995391846,-80.2906036376953,Sovra-Utilizzata
ORD,EWR,15483336,180919,24786951,0.6246567397498789,41.97859955,-87.90480042,40.6925010681152,-74.168701171875,Sotto-Utilizzata
LAX,OAK,15225696,185594,23496739,0.647991876659991,33.94250107,-118.4079971,37.7212982177734,-122.221000671387,Sovra-Utilizzata
OAK,LAX,15203865,185989,23537307,0.6459475164257321,37.7212982177734,-122.221000671387,33.94250107,-118.4079971,Sovra-Utilizzata
MIA,ATL,15186192,125946,22246151,0.6826435728140118,25.7931995391846,-80.2906036376953,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
EWR,ATL,15031721,152023,21413939,0.7019596441364664,40.6925010681152,-74.168701171875,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
ATL,EWR,15023406,152191,21499168,0.6987901113196566,33.6366996765137,-84.4281005859375,40.6925010681152,-74.168701171875,Sovra-Utilizzata
ORD,BOS,14745833,150310,22560140,0.6536232931178618,41.97859955,-87.90480042,42.36429977,-71.00520325,Sovra-Utilizzata
DCA,LGA,14745621,219390,30312708,0.4864501383380198,38.8521,-77.037697,40.77719879,-73.87259674,Sotto-Utilizzata
LGA,DCA,14726036,219674,30345948,0.4852719051650652,40.77719879,-73.87259674,38.8521,-77.037697,Sotto-Utilizzata
PHX,SAN,14721976,155662,21773866,0.676130550266085,33.4342994689941,-112.012001037598,32.7336006165,-117.190002441,Sovra-Utilizzata
BOS,ORD,14584621,153304,22546915,0.6468566098732355,42.36429977,-71.00520325,41.97859955,-87.90480042,Sovra-Utilizzata
SAN,PHX,14555621,160451,22470864,0.6477552888042044,32.7336006165,-117.190002441,33.4342994689941,-112.012001037598,Sovra-Utilizzata
SEA,LAX,14483122,151908,21366028,0.6778574847884689,47.4490013122559,-122.30899810791,33.94250107,-118.4079971,Sovra-Utilizzata
ANC,SEA,14299272,143181,20932190,0.6831235527672929,61.1744003295898,-149.996002197266,47.4490013122559,-122.30899810791,Sovra-Utilizzata
LAX,SEA,14237570,148961,21114847,0.6742918857048786,33.94250107,-118.4079971,47.4490013122559,-122.30899810791,Sovra-Utilizzata
SFO,SEA,14226706,149879,20166937,0.7054470393793564,37.6189994812012,-122.375,47.4490013122559,-122.30899810791,Sovra-Utilizzata
SEA,ANC,14168426,143678,20987295,0.6750953850889312,47.4490013122559,-122.30899810791,61.1744003295898,-149.996002197266,Sovra-Utilizzata
SFO,JFK,14154457,106957,19909215,0.7109500299233295,37.6189994812012,-122.375,40.63980103,-73.77890015,Sovra-Utilizzata
DTW,ORD,14125565,148704,20323409,0.6950391541104153,42.2123985290527,-83.353401184082,41.97859955,-87.90480042,Sovra-Utilizzata
SEA,SFO,14063217,150179,20455190,0.6875133890225414,47.4490013122559,-122.30899810791,37.6189994812012,-122.375,Sovra-Utilizzata
ORD,DTW,13957432,150368,20412517,0.6837682976577558,41.97859955,-87.90480042,42.2123985290527,-83.353401184082,Sovra-Utilizzata
JFK,SFO,13699769,106230,19763356,0.6931904176598347,40.63980103,-73.77890015,37.6189994812012,-122.375,Sovra-Utilizzata
LAS,DFW,13596789,102933,17370859,0.7827355572916688,36.08010101,-115.1520004,32.896800994873,-97.0380020141602,Sovra-Utilizzata
DFW,LAS,13595587,100951,16803777,0.8090792326034796,32.896800994873,-97.0380020141602,36.08010101,-115.1520004,Sovra-Utilizzata
LAX,ATL,13517870,74804,17101448,0.7904517792879293,33.94250107,-118.4079971,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
ORD,PHX,13513776,107344,16896944,0.7997763382538287,41.97859955,-87.90480042,33.4342994689941,-112.012001037598,Sovra-Utilizzata
ORD,DCA,13404475,157636,20959315,0.639547380245967,41.97859955,-87.90480042,38.8521,-77.037697,Sovra-Utilizzata
PHL,ATL,13287369,140492,18850387,0.7048857405420907,39.871898651123,-75.241096496582,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
DCA,ORD,13285576,157542,20961845,0.633798026843534,38.8521,-77.037697,41.97859955,-87.90480042,Sovra-Utilizzata
PHX,ORD,13257674,106190,16592833,0.799000026095604,33.4342994689941,-112.012001037598,41.97859955,-87.90480042,Sovra-Utilizzata
ATL,PHL,13249044,135976,18315912,0.7233625057818579,33.6366996765137,-84.4281005859375,39.871898651123,-75.241096496582,Sovra-Utilizzata
ATL,LAX,13144214,72895,17037779,0.7714746153239809,33.6366996765137,-84.4281005859375,33.94250107,-118.4079971,Sovra-Utilizzata
ATL,BOS,13092014,103244,17781940,0.7362534121698757,33.6366996765137,-84.4281005859375,42.36429977,-71.00520325,Sovra-Utilizzata
LAS,ORD,12865445,93502,15183668,0.847321279680246,36.08010101,-115.1520004,41.97859955,-87.90480042,Sovra-Utilizzata
HNL,ITO,12753744,160303,19303549,0.6606942588640048,21.3187007904053,-157.921997070312,19.721399307251,-155.048004150391,Sovra-Utilizzata
SAT,DFW,12717893,131510,18042046,0.7049030359417108,29.5337009429932,-98.4698028564453,32.896800994873,-97.0380020141602,Sovra-Utilizzata
DFW,IAH,12712782,179196,21456442,0.5924925483917604,32.896800994873,-97.0380020141602,29.9843997955322,-95.3414001464844,Sotto-Utilizzata
ORD,LAS,12675145,93849,15203318,0.8337091284941879,41.97859955,-87.90480042,36.08010101,-115.1520004,Sovra-Utilizzata
IAH,DFW,12673101,178153,21264852,0.5959646932882486,29.9843997955322,-95.3414001464844,32.896800994873,-97.0380020141602,Sotto-Utilizzata
DFW,PHX,12661902,123357,17711490,0.7148976173094415,32.896800994873,-97.0380020141602,33.4342994689941,-112.012001037598,Sovra-Utilizzata
BOS,ATL,12604462,97991,17040724,0.739667047010444,42.36429977,-71.00520325,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
DFW,SAT,12582689,127488,17426722,0.7220341840536619,32.896800994873,-97.0380020141602,29.5337009429932,-98.4698028564453,Sovra-Utilizzata
PHL,ORD,12512148,157039,20309211,0.6160824268357841,39.871898651123,-75.241096496582,41.97859955,-87.90480042,Sotto-Utilizzata
ORD,PHL,12490719,154762,20035692,0.6234233886206676,41.97859955,-87.90480042,39.871898651123,-75.241096496582,Sotto-Utilizzata
AUS,DFW,12374809,129367,17740386,0.6975501547711532,30.1944999694824,-97.6698989868164,32.896800994873,-97.0380020141602,Sovra-Utilizzata
ORD,SEA,12293399,97342,16208270,0.7584645986277375,41.97859955,-87.90480042,47.4490013122559,-122.30899810791,Sovra-Utilizzata
EWR,MCO,12277114,98600,15729494,0.7805155080004481,40.6925010681152,-74.168701171875,28.4293994903564,-81.3089981079102,Sovra-Utilizzata
ITO,HNL,12257764,151464,18152365,0.675270908226008,19.721399307251,-155.048004150391,21.3187007904053,-157.921997070312,Sovra-Utilizzata
PHX,DFW,12195703,118813,17158880,0.7107516924181532,33.4342994689941,-112.012001037598,32.896800994873,-97.0380020141602,Sovra-Utilizzata
DFW,AUS,12044669,127128,17399589,0.6922387074775157,32.896800994873,-97.0380020141602,30.1944999694824,-97.6698989868164,Sovra-Utilizzata
MCO,EWR,11927252,97856,15547082,0.767169813602321,28.4293994903564,-81.3089981079102,40.6925010681152,-74.168701171875,Sovra-Utilizzata
SEA,ORD,11910877,93546,15575695,0.7647091831215236,47.4490013122559,-122.30899810791,41.97859955,-87.90480042,Sovra-Utilizzata
ATL,JAX,11846918,100525,16797888,0.705262352029017,33.6366996765137,-84.4281005859375,30.4941005706787,-81.6878967285156,Sovra-Utilizzata
LAS,SFO,11836319,116296,16149658,0.7329145298309103,36.08010101,-115.1520004,37.6189994812012,-122.375,Sovra-Utilizzata
JAX,ATL,11668352,98080,16524840,0.7061098322283302,30.4941005706787,-81.6878967285156,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
LAX,SJC,11660997,165926,18847291,0.6187094474213828,33.94250107,-118.4079971,37.3625984191895,-121.929000854492,Sotto-Utilizzata
SFO,LAS,11648707,116555,16115879,0.722809286418693,37.6189994812012,-122.375,36.08010101,-115.1520004,Sovra-Utilizzata
DCA,ATL,11617027,116657,16725938,0.6945516000358246,38.8521,-77.037697,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
SJC,LAX,11616097,165339,18763204,0.6190892024624366,37.3625984191895,-121.929000854492,33.94250107,-118.4079971,Sotto-Utilizzata
ATL,DCA,11557164,115576,16632207,0.6948665321445314,33.6366996765137,-84.4281005859375,38.8521,-77.037697,Sovra-Utilizzata
MSP,DTW,11528072,100813,17186683,0.6707560731759584,44.8819999695,-93.2218017578,42.2123985290527,-83.353401184082,Sovra-Utilizzata
DTW,MSP,11386479,93853,16415966,0.693622233379382,42.2123985290527,-83.353401184082,44.8819999695,-93.2218017578,Sovra-Utilizzata
STL,ORD,11287908,136178,16307982,0.6921707419103111,38.7486991882324,-90.370002746582,41.97859955,-87.90480042,Sovra-Utilizzata
ORD,STL,11281189,135234,16290560,0.6924985390311935,41.97859955,-87.90480042,38.7486991882324,-90.370002746582,Sovra-Utilizzata
ABQ,PHX,11271129,129768,17191329,0.6556287184079834,35.0401992797852,-106.609001159668,33.4342994689941,-112.012001037598,Sovra-Utilizzata
SAN,SFO,11154962,119865,15883472,0.702299975723192,32.7336006165,-117.190002441,37.6189994812012,-122.375,Sovra-Utilizzata
LGA,DFW,11079660,109647,16905033,0.6554059965455258,40.77719879,-73.87259674,32.896800994873,-97.0380020141602,Sovra-Utilizzata
PHX,ABQ,11040426,124470,16468201,0.6704087471363751,33.4342994689941,-112.012001037598,35.0401992797852,-106.609001159668,Sovra-Utilizzata
SFO,SAN,11002623,118931,15841319,0.6945522023765824,37.6189994812012,-122.375,32.7336006165,-117.190002441,Sovra-Utilizzata
MCO,DFW,10950445,79981,13902916,0.7876365648760303,28.4293994903564,-81.3089981079102,32.896800994873,-97.0380020141602,Sovra-Utilizzata
LGA,FLL,10826224,85701,13820748,0.7833312639807918,40.77719879,-73.87259674,26.0725994110107,-80.152702331543,Sovra-Utilizzata
DFW,LGA,10814112,110692,17039622,0.6346450643095252,32.896800994873,-97.0380020141602,40.77719879,-73.87259674,Sovra-Utilizzata
MIA,JFK,10703893,74273,16247821,0.658789446289444,25.7931995391846,-80.2906036376953,40.63980103,-73.77890015,Sovra-Utilizzata
JFK,MIA,10679383,73777,16206174,0.6589700320384071,40.63980103,-73.77890015,25.7931995391846,-80.2906036376953,Sovra-Utilizzata
FLL,LGA,10651817,82988,13362272,0.7971561273412187,26.0725994110107,-80.152702331543,40.77719879,-73.87259674,Sovra-Utilizzata
ORD,MIA,10635804,83807,14605246,0.7282180663030257,41.97859955,-87.90480042,25.7931995391846,-80.2906036376953,Sovra-Utilizzata
DFW,MCO,10579688,80804,13805218,0.7663542871977828,32.896800994873,-97.0380020141602,28.4293994903564,-81.3089981079102,Sovra-Utilizzata
MIA,ORD,10485681,82240,14440285,0.7261408621782742,25.7931995391846,-80.2906036376953,41.97859955,-87.90480042,Sovra-Utilizzata
LAX,EWR,10440666,80716,14881438,0.7015898597971513,33.94250107,-118.4079971,40.6925010681152,-74.168701171875,Sovra-Utilizzata
PHL,MCO,10424538,92975,13590037,0.7670720837625387,39.871898651123,-75.241096496582,28.4293994903564,-81.3089981079102,Sovra-Utilizzata
MCO,PHL,10337032,92595,13436580,0.7693201692692635,28.4293994903564,-81.3089981079102,39.871898651123,-75.241096496582,Sovra-Utilizzata
DFW,SFO,10219362,92350,14966135,0.6828324079663854,32.896800994873,-97.0380020141602,37.6189994812012,-122.375,Sovra-Utilizzata
SLC,LAX,10158807,96771,14809445,0.6859681102161492,40.7883987426758,-111.977996826172,33.94250107,-118.4079971,Sovra-Utilizzata
ORD,MCO,10086608,77453,12555714,0.8033480214665609,41.97859955,-87.90480042,28.4293994903564,-81.3089981079102,Sovra-Utilizzata
ATL,SLC,10075468,56294,12808157,0.7866446359144411,33.6366996765137,-84.4281005859375,40.7883987426758,-111.977996826172,Sovra-Utilizzata
ATL,RDU,10064122,106549,14546360,0.6918653188838995,33.6366996765137,-84.4281005859375,35.8776016235352,-78.7874984741211,Sovra-Utilizzata
LAX,SLC,10029583,93134,14371370,0.6978863532147597,33.94250107,-118.4079971,40.7883987426758,-111.977996826172,Sovra-Utilizzata
MSY,HOU,10017184,114554,15139672,0.661651322432877,29.9934005737305,-90.2580032348633,29.64539909,-95.27890015,Sovra-Utilizzata
ATL,BWI,10010118,93273,13590796,0.7365365501770463,33.6366996765137,-84.4281005859375,39.17539978,-76.66829681,Sovra-Utilizzata
GEG,SEA,9958427,173154,15220358,0.6542833617974032,47.6198997497559,-117.533996582031,47.4490013122559,-122.30899810791,Sovra-Utilizzata
ATL,DTW,9948528,109619,14761701,0.673941844506944,33.6366996765137,-84.4281005859375,42.2123985290527,-83.353401184082,Sovra-Utilizzata
HOU,MSY,9948347,114753,15003614,0.6630633792631562,29.64539909,-95.27890015,29.9934005737305,-90.2580032348633,Sovra-Utilizzata
LAS,SAN,9936117,106834,14472944,0.6865304667799447,36.08010101,-115.1520004,32.7336006165,-117.190002441,Sovra-Utilizzata
SFO,DFW,9921632,91998,14983679,0.6621626103976199,37.6189994812012,-122.375,32.896800994873,-97.0380020141602,Sovra-Utilizzata
RDU,ATL,9892932,102368,13851757,0.714200516223321,35.8776016235352,-78.7874984741211,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
EWR,LAX,9875729,78783,14451816,0.6833555727529329,40.6925010681152,-74.168701171875,33.94250107,-118.4079971,Sovra-Utilizzata
ATL,MSY,9870744,89048,13642922,0.7235065919163065,33.6366996765137,-84.4281005859375,29.9934005737305,-90.2580032348633,Sovra-Utilizzata
SAN,LAS,9868441,107044,14474010,0.6818042132069827,32.7336006165,-117.190002441,36.08010101,-115.1520004,Sovra-Utilizzata
SEA,GEG,9838226,172114,15267202,0.6444026875389479,47.4490013122559,-122.30899810791,47.6198997497559,-117.533996582031,Sovra-Utilizzata
MSY,ATL,9829428,89373,13637605,0.7207591068959689,29.9934005737305,-90.2580032348633,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
DTW,ATL,9814086,108127,14429992,0.680117216974202,42.2123985290527,-83.353401184082,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
MIA,DFW,9809948,80718,13952539,0.7030941106848008,25.7931995391846,-80.2906036376953,32.896800994873,-97.0380020141602,Sovra-Utilizzata
SLC,PHX,9797898,115305,14181183,0.6909083677997809,40.7883987426758,-111.977996826172,33.4342994689941,-112.012001037598,Sovra-Utilizzata
MCO,ORD,9788991,74864,12151977,0.8055471961475899,28.4293994903564,-81.3089981079102,41.97859955,-87.90480042,Sovra-Utilizzata
BWI,ATL,9741005,89796,13096205,0.74380364388004,39.17539978,-76.66829681,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
IAD,ATL,9728089,117608,14324787,0.6791088062949906,38.94449997,-77.45580292,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
PHX,SLC,9726086,114548,13946454,0.6973877374133955,33.4342994689941,-112.012001037598,40.7883987426758,-111.977996826172,Sovra-Utilizzata
ATL,IAD,9701464,118345,14418366,0.6728546077967503,33.6366996765137,-84.4281005859375,38.94449997,-77.45580292,Sovra-Utilizzata
PBI,ATL,9690057,77407,13642138,0.7103033996577369,26.6832008361816,-80.0955963134766,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
LAX,IAD,9658726,74789,13804235,0.6996929565455818,33.94250107,-118.4079971,38.94449997,-77.45580292,Sovra-Utilizzata
ATL,PBI,9520599,73675,13063479,0.7287950629384409,33.6366996765137,-84.4281005859375,26.6832008361816,-80.0955963134766,Sovra-Utilizzata
IAH,LAX,9517607,72276,12601525,0.7552742227627212,29.9843997955322,-95.3414001464844,33.94250107,-118.4079971,Sovra-Utilizzata
DFW,MIA,9511103,79961,14226882,0.6685303919720428,32.896800994873,-97.0380020141602,25.7931995391846,-80.2906036376953,Sovra-Utilizzata
ORD,IAH,9493297,117134,14361174,0.6610390626838725,41.97859955,-87.90480042,29.9843997955322,-95.3414001464844,Sovra-Utilizzata
SLC,LAS,9490395,91784,13073689,0.7259156157072423,40.7883987426758,-111.977996826172,36.08010101,-115.1520004,Sovra-Utilizzata
IAH,ORD,9489678,116895,14407822,0.6586476429261827,29.9843997955322,-95.3414001464844,41.97859955,-87.90480042,Sovra-Utilizzata
LAS,SLC,9416283,92426,13506470,0.6971683200717879,36.08010101,-115.1520004,40.7883987426758,-111.977996826172,Sovra-Utilizzata
PHX,SFO,9369991,102865,13704864,0.6836982110876839,33.4342994689941,-112.012001037598,37.6189994812012,-122.375,Sovra-Utilizzata
LAX,IAH,9349264,71216,12353574,0.7568064108411056,33.94250107,-118.4079971,29.9843997955322,-95.3414001464844,Sovra-Utilizzata
IAD,LAX,9310551,73577,13446264,0.6924266100977937,38.94449997,-77.45580292,33.94250107,-118.4079971,Sovra-Utilizzata
LAS,RNO,9272647,97005,13209193,0.7019843680079472,36.08010101,-115.1520004,39.4990997314453,-119.767997741699,Sovra-Utilizzata
DCA,BOS,9252737,164853,16962910,0.5454687314853407,38.8521,-77.037697,42.36429977,-71.00520325,Sotto-Utilizzata
PDX,SEA,9251129,282418,17458098,0.5299047467828397,45.58869934,-122.5979996,47.4490013122559,-122.30899810791,Sotto-Utilizzata
MIA,LGA,9238181,79826,12775252,0.7231310192550409,25.7931995391846,-80.2906036376953,40.77719879,-73.87259674,Sovra-Utilizzata
PHL,BOS,9234684,144664,16298668,0.5665913312670704,39.871898651123,-75.241096496582,42.36429977,-71.00520325,Sotto-Utilizzata
MSP,PHX,9224719,71296,11892572,0.77567064550881,44.8819999695,-93.2218017578,33.4342994689941,-112.012001037598,Sovra-Utilizzata
SEA,PDX,9224642,277611,17187109,0.5367186534978047,47.4490013122559,-122.30899810791,45.58869934,-122.5979996,Sotto-Utilizzata
SFO,PHX,9195460,100198,13465125,0.6829093677184579,37.6189994812012,-122.375,33.4342994689941,-112.012001037598,Sovra-Utilizzata
BOS,DCA,9173177,166086,17273587,0.5310522359947589,42.36429977,-71.00520325,38.8521,-77.037697,Sotto-Utilizzata
DTW,MCO,9163721,66849,11100301,0.8255380642380779,42.2123985290527,-83.353401184082,28.4293994903564,-81.3089981079102,Sovra-Utilizzata
DFW,SAN,9163660,80307,11977292,0.7650861313225059,32.896800994873,-97.0380020141602,32.7336006165,-117.190002441,Sovra-Utilizzata
BOS,PHL,9144976,146728,16701945,0.5475395829647386,42.36429977,-71.00520325,39.871898651123,-75.241096496582,Sotto-Utilizzata
RNO,LAS,9085793,92573,12551429,0.7238851448707554,39.4990997314453,-119.767997741699,36.08010101,-115.1520004,Sovra-Utilizzata
MCO,DTW,9069258,66613,11043665,0.8212181372759858,28.4293994903564,-81.3089981079102,42.2123985290527,-83.353401184082,Sovra-Utilizzata
SLC,ATL,9042446,52370,11503732,0.7860445636250915,40.7883987426758,-111.977996826172,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
LGA,MIA,9025859,78198,12575898,0.7177108942836528,40.77719879,-73.87259674,25.7931995391846,-80.2906036376953,Sovra-Utilizzata
MCI,MDW,9002809,104336,13603974,0.6617778746122273,39.2976,-94.713898,41.7859992980957,-87.7524032592773,Sovra-Utilizzata
PHX,MSP,8965029,68594,11414092,0.7854351445563957,33.4342994689941,-112.012001037598,44.8819999695,-93.2218017578,Sovra-Utilizzata
MDW,MCI,8930607,104948,13668981,0.6533484098046518,41.7859992980957,-87.7524032592773,39.2976,-94.713898,Sovra-Utilizzata
ATL,MEM,8884622,110699,13397700,0.6631453159870724,33.6366996765137,-84.4281005859375,35.0424003601074,-89.9766998291016,Sovra-Utilizzata
FLL,EWR,8856774,70139,11283231,0.7849501618818227,26.0725994110107,-80.152702331543,40.6925010681152,-74.168701171875,Sovra-Utilizzata
EWR,FLL,8847728,70328,11324813,0.7812692359688411,40.6925010681152,-74.168701171875,26.0725994110107,-80.152702331543,Sovra-Utilizzata
DCA,DFW,8835883,93280,13419928,0.6584150824058073,38.8521,-77.037697,32.896800994873,-97.0380020141602,Sovra-Utilizzata
CLT,ATL,8797249,115703,13507492,0.6512866341138681,35.2140007019043,-80.9430999755859,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
SAN,OAK,8795718,90041,12061492,0.7292396330404232,32.7336006165,-117.190002441,37.7212982177734,-122.221000671387,Sovra-Utilizzata
MEM,ATL,8787394,108876,13130997,0.6692099617416712,35.0424003601074,-89.9766998291016,33.6366996765137,-84.4281005859375,Sovra-Utilizzata
EWR,BOS,8682496,127896,15023351,0.5779333785118913,40.6925010681152,-74.168701171875,42.36429977,-71.00520325,Sotto-Utilizzata
DFW,SEA,8669734,74237,11271997,0.7691391330214158,32.896800994873,-97.0380020141602,47.4490013122559,-122.30899810791,Sovra-Utilizzata
DFW,DCA,8666433,91653,13158033,0.6586419869900008,32.896800994873,-97.0380020141602,38.8521,-77.037697,Sovra-Utilizzata
BOS,EWR,8665400,128001,15062521,0.5752954634884825,42.36429977,-71.00520325,40.6925010681152,-74.168701171875,Sotto-Utilizzata
LGA,MCO,8622197,73354,11166266,0.7721647505083615,40.77719879,-73.87259674,28.4293994903564,-81.3089981079102,Sovra-Utilizzata
MCO,LGA,8613648,74793,11453864,0.7520298826666704,28.4293994903564,-81.3089981079102,40.77719879,-73.87259674,Sovra-Utilizzata
MSP,SEA,8612828,49337,11064954,0.7783880529462662,44.8819999695,-93.2218017578,47.4490013122559,-122.30899810791,Sovra-Utilizzata
